Citation,Frequency,Sample_Context_Type,Sample_Context_ID,Sample_Context_Label
"Justin Martyr, First Apology 43-44; Second Apology 7 - early use of autexousion",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"Origen, De Principiis III.1 - systematic defense of autexousion",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"Origen, Contra Celsum (multiple books on providence, free will, fate)",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"Irenaeus, Against Heresies IV.37-39 - free will against Gnostic determinism",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"Methodius of Olympus, De Autexousio (On Free Will) - lost work, title survives",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"Athanasius, Against the Heathen, On the Incarnation - autexousion in creation",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"Basil, Hexaemeron - humans created with autexousion",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"Gregory of Nyssa, On Virginity, Catechetical Oration - systematic treatments",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
"John Chrysostom, Homilies on Genesis, Romans, Hebrews (various - on free will and grace)",2,node,concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον) - Christian Free Will
Rufinus' Latin translation (c. 398 CE) - primary surviving text,2,node,work_de_principiis_origen_230s_v2w3x4y5,De Principiis (Περὶ Ἀρχῶν) - Origen
Greek fragments in Philocalia (anthology by Basil & Gregory of Nazianzus),2,node,work_de_principiis_origen_230s_v2w3x4y5,De Principiis (Περὶ Ἀρχῶν) - Origen
"Greek fragments in Justinian's Letter to Menas (553 CE, anti-Origenist)",2,node,work_de_principiis_origen_230s_v2w3x4y5,De Principiis (Περὶ Ἀρχῶν) - Origen
Jerome's polemical retranslation of parts (Against John of Jerusalem),2,node,work_de_principiis_origen_230s_v2w3x4y5,De Principiis (Περὶ Ἀρχῶν) - Origen
"Consolation of Philosophy - primary source, esp. Book V on foreknowledge and freedom",2,node,person_boethius_480_524ce_w3x4y5z6,Boethius (Anicius Manlius Severinus Boethius)
Consolation of Philosophy - full text survives,2,node,work_consolation_v_boethius_524ce_x4y5z6a7,Consolation of Philosophy Book V - Boethius
"Book V, esp. proses 3-6 and meters - divine foreknowledge and freedom",2,node,work_consolation_v_boethius_524ce_x4y5z6a7,Consolation of Philosophy Book V - Boethius
Numerous medieval manuscripts - one of most copied medieval texts,2,node,work_consolation_v_boethius_524ce_x4y5z6a7,Consolation of Philosophy Book V - Boethius
"Cicero - first major Greek→Latin philosophical translator (eph' hêmin → in nostra potestate, heimarmenê → fatum)",2,node,concept_terminology_evolution_greek_latin_y5z6a7b8,Terminology Evolution: Greek → Latin Free Will Vocabulary
Jerome - translated autexousion as liberum arbitrium in Vulgate and theological works,2,node,concept_terminology_evolution_greek_latin_y5z6a7b8,Terminology Evolution: Greek → Latin Free Will Vocabulary
Rufinus - Latin translation of Origen's De Principiis (autexousion → liberum arbitrium),2,node,concept_terminology_evolution_greek_latin_y5z6a7b8,Terminology Evolution: Greek → Latin Free Will Vocabulary
"Augustine - developed Latin voluntas terminology, De Libero Arbitrio",2,node,concept_terminology_evolution_greek_latin_y5z6a7b8,Terminology Evolution: Greek → Latin Free Will Vocabulary
"Boethius - translated Aristotelian works, systematized Latin philosophical vocabulary",2,node,concept_terminology_evolution_greek_latin_y5z6a7b8,Terminology Evolution: Greek → Latin Free Will Vocabulary
Vulgate Bible - Latin translations of Greek theological concepts,2,node,concept_terminology_evolution_greek_latin_y5z6a7b8,Terminology Evolution: Greek → Latin Free Will Vocabulary
"Stoic compatibilism: Chrysippus (via Cicero, Alexander, Plutarch)",2,node,concept_ancient_free_will_debate_structure_z6a7b8c9,Ancient Free Will Debate: Compatibilism vs. Incompatibilism
"Incompatibilism: Carneades (via Cicero De Fato), Alexander (De Fato), Epicureans (Lucretius)",2,node,concept_ancient_free_will_debate_structure_z6a7b8c9,Ancient Free Will Debate: Compatibilism vs. Incompatibilism
"Christian incompatibilism: Origen (De Principiis III), Justin Martyr",2,node,concept_ancient_free_will_debate_structure_z6a7b8c9,Ancient Free Will Debate: Compatibilism vs. Incompatibilism
"Synthesis attempts: Alcinous (Middle Platonism), Boethius (eternity solution)",2,node,concept_ancient_free_will_debate_structure_z6a7b8c9,Ancient Free Will Debate: Compatibilism vs. Incompatibilism
"Aristotle, Nicomachean Ethics III.5, 1113b-1114b",2,node,quote_aristotle_origin_principle_9cb3c262,"Aristotle: When the origin is in him, it is also up to him to act or no..."
"Lucretius, De Rerum Natura II.253-254 (c. 50 BCE)",2,node,quote_lucretius_swerve_8bae0c52,Lucretius: nor do the atoms by swerving make a certain beginning of mot...
"Cicero, De Fato 42-43 (citing Chrysippus, c. 279-206 BCE)",2,node,quote_chrysippus_cylinder_1da2c55b,Chrysippus (via Cicero): just as someone who pushes a cylindrical stone... gives it t...
"Alexander of Aphrodisias, On Fate 13 (c. 200 CE)",2,node,quote_alexander_alternatives_e4d14e13,Alexander of Aphrodisias: For what is up to us consists in being able also to do the o...
"Cicero, De Fato 31 (citing Carneades, c. 214-129 BCE)",2,node,quote_carneades_cafma_4483b50a,"Carneades (via Cicero): If everything happens through antecedent causes, everything ..."
"Origen, De Principiis III.1 (c. 220-230 CE); Philocalia 21-27",2,node,quote_origen_autexousion_abbb5a2e,Origen: The self-determining power... is the ability to do this and ...
"Plotinus, Enneads VI.8.13 (On Free Will and the Will of the One)",2,node,quote_plotinus_one_freedom_b1d66acd,Plotinus: If someone were to say that He is willingly what He is... th...
"Augustine, Confessions VIII.9.21 (c. 397-400 CE)",2,node,quote_augustine_divided_will_b45d573e,"Augustine: The will commands that there be will, yet does not do it... ..."
"Boethius, Consolation of Philosophy V.6 (c. 524 CE)",2,node,quote_boethius_eternity_7f0a8967,"Boethius: Eternity... the whole, simultaneous and perfect possession o..."
"Cicero, De Fato 28-44",2,node,debate_compatibility_question_ea55e118,The Compatibility Question
"Alexander of Aphrodisias, De Fato 6-15",2,node,debate_compatibility_question_ea55e118,The Compatibility Question
"Nemesius of Emesa, De Natura Hominis 41",2,node,debate_source_of_action_90c57974,Internal vs External Causes
"Origen, Contra Celsum IV.3",2,node,debate_divine_foreknowledge_235f2530,"Providence, Foreknowledge, and Freedom"
"Plato, Protagoras 352b-358d",2,node,debate_reason_vs_will_830c90c2,Intellectualism vs Voluntarism
"Thomas Aquinas, Summa Theologiae I q.82 a.1",2,node,debate_reason_vs_will_830c90c2,Intellectualism vs Voluntarism
"Cicero, De Fato 22-27",2,node,debate_randomness_objection_ae34a974,The Randomness/Luck Objection to Libertarianism
"Alexander of Aphrodisias, De Fato 15",2,node,debate_randomness_objection_ae34a974,The Randomness/Luck Objection to Libertarianism
"Alexander of Aphrodisias, De Fato 14-15",2,node,evolution_eph_hemin_6284cf6d,Evolution of τὸ ἐφ' ἡμῖν (to eph' hêmin)
"Heraclitus, Fragment B94 DK",2,node,evolution_heimarmene_2b989ed0,Evolution of εἱμαρμένη (heimarmenê)
"Plato, Republic X 617d-621d",2,node,evolution_heimarmene_2b989ed0,Evolution of εἱμαρμένη (heimarmenê)
"Chrysippus, SVF II.913-1007",2,node,evolution_heimarmene_2b989ed0,Evolution of εἱμαρμένη (heimarmenê)
"Cicero, De Fato 31",2,node,evolution_heimarmene_2b989ed0,Evolution of εἱμαρμένη (heimarmenê)
"Origen, Contra Celsum IV.69-70",2,node,evolution_heimarmene_2b989ed0,Evolution of εἱμαρμένη (heimarmenê)
"Aristotle, Nicomachean Ethics III.2-4",2,node,evolution_will_concept_c68f04bd,Evolution of Will (various terms)
Diogenes Laertius VII.88-90,2,node,evolution_will_concept_c68f04bd,Evolution of Will (various terms)
"Augustine, De Libero Arbitrio II.1-3",2,node,evolution_will_concept_c68f04bd,Evolution of Will (various terms)
"Cicero, De Fato 28-29 (argos logos, lazy argument)",2,node,argument_lazy_argument_25dab067,The Lazy Argument (ἀργὸς λόγος)
"Origen, Contra Celsum II.20 (Christian response)",2,node,argument_lazy_argument_25dab067,The Lazy Argument (ἀργὸς λόγος)
"Epictetus, Dissertationes II.19 (discussion of Diodorus' Master Argument)",2,node,argument_master_argument_87d96670,The Master Argument (κυριεύων λόγος)
"Cicero, De Fato 12-15 (allusions to modal arguments)",2,node,argument_master_argument_87d96670,The Master Argument (κυριεύων λόγος)
"Alexander of Aphrodisias, In Analytica Priora (commentary on modality)",2,node,argument_master_argument_87d96670,The Master Argument (κυριεύων λόγος)
"Epictetus, Diss. 2.19",2,node,argument_master_diodorus,Master Argument (κύριος λόγος)
"Alexander, In An.Pr. 183",2,node,argument_master_diodorus,Master Argument (κύριος λόγος)
"Aristotle, De Int. 9",2,node,argument_sea_battle_aristotle,Sea Battle Tomorrow
"Cicero, Academica II.39-43",2,node,debate_stoic_academic_hellenistic,Stoic-Academic Debate on Fate
"Plutarch, De Stoicorum Repugnantiis 1047A-1054C",2,node,debate_stoic_academic_hellenistic,Stoic-Academic Debate on Fate
"Irenaeus, Adversus Haereses IV.36-37",2,node,debate_christian_gnostic_freedom,Christian-Gnostic Debate on Freedom
"Methodius, De libero arbitrio 5",2,node,debate_christian_gnostic_freedom,Christian-Gnostic Debate on Freedom
"Augustine, De natura et gratia 37-42",2,node,debate_augustine_pelagius_grace,Augustine-Pelagius on Grace and Free Will
"Council of Carthage (418), Canon 4",2,node,debate_augustine_pelagius_grace,Augustine-Pelagius on Grace and Free Will
"Alexander of Aphrodisias, De Fato 6-10",2,node,debate_alexander_stoics_determinism,Alexander vs Stoics on Determinism
"Alexander of Aphrodisias, Mantissa 23",2,node,debate_alexander_stoics_determinism,Alexander vs Stoics on Determinism
"Simplicius, In Aristotelis De Caelo Commentaria 271.1-15",2,node,debate_alexander_stoics_determinism,Alexander vs Stoics on Determinism
Aristotle NE III,2,node,concept_ultimate_responsibility_kane,Ultimate Responsibility (UR)
Alexander De Fato,2,node,concept_ultimate_responsibility_kane,Ultimate Responsibility (UR)
Epictetus on prohairesis,2,node,concept_hierarchical_compatibilism_frankfurt,Hierarchical Compatibilism
Alexander De Fato 11-14,2,node,concept_source_incompatibilism,Source Incompatibilism
"Plotinus, Enneads III.1.1 (On Fate)",2,node,quote_plotinus_heimarmene_31dbdc1e,Plotinus: They make heimarmenê (fate) the most sovereign cause...
"Augustine, Confessions IX.1 (c. 397-400 CE)",2,node,quote_augustine_liberum_arbitrium_0661f946,Augustine: From what deep and hidden recess was my free choice (liberum arbitrium) called forth...
"Plotinus, Enneads III.1.9-10 (On Fate)",2,node,quote_plotinus_autexousion_65371acd,Plotinus: The self-determining power (to autexousion) is not taken away in these matters...
"Lucretius, De Rerum Natura II.251-293 (complete Latin text)",2,node,quote_lucretius_clinamen_ii_251_293_176829af,Lucretius on the Atomic Swerve and Free Will (De rerum natura II.251-293)
"Alexander of Aphrodisias, De Fato 181.5 - 'ἐξουσία τοῦ ἑλέσθαι καὶ τὰ ἀντικείμενα' (power of choosing opposites)",2,node,concept_exousia_power_alexander_c87942af,Ἐξουσία (Exousia) - Power/Authority
"Alexander of Aphrodisias, De Fato 180.26-28, 181.18-21 - exousia vs predetermining causes",2,node,concept_exousia_power_alexander_c87942af,Ἐξουσία (Exousia) - Power/Authority
"Epictetus, Discourses - exousia over use of impressions and assent",2,node,concept_exousia_power_alexander_c87942af,Ἐξουσία (Exousia) - Power/Authority
"Nemesius, De Natura Hominis - autexousion incorporates exousia concept",2,node,concept_exousia_power_alexander_c87942af,Ἐξουσία (Exousia) - Power/Authority
"Alcinous, Didaskalikos 26 (179.8-33) - threefold contingency, epi ison identified with eph' hêmin",2,node,concept_epi_ison_in_equal_parts_9e1e47f1,Ἐπὶ ἴσον (Epi Ison) - In Equal Parts
"Nemesius, De Natura Hominis 104.2-7, 114.19-22 - 'in equal parts' = we can do both it and its opposite",2,node,concept_epi_ison_in_equal_parts_9e1e47f1,Ἐπὶ ἴσον (Epi Ison) - In Equal Parts
"Calcidius, In Timaeum 151-156 - Latin rendering of Middle-Platonist framework",2,node,concept_epi_ison_in_equal_parts_9e1e47f1,Ἐπὶ ἴσον (Epi Ison) - In Equal Parts
"[Plutarch], De Fato 571c-d - 'τὸ ὡς ἐπίσης καὶ ὁπότερον ἔτυχεν' identified with eph' hêmin",2,node,concept_epi_ison_in_equal_parts_9e1e47f1,Ἐπὶ ἴσον (Epi Ison) - In Equal Parts
"Ammonius, In De Int. 130.23-33 - indefiniteness necessary for ethics",2,node,concept_epi_ison_in_equal_parts_9e1e47f1,Ἐπὶ ἴσον (Epi Ison) - In Equal Parts
"Aristotle, De Int. 9 (18b9, 19a18) - original 'no more thus than not thus' (οὐδὲν μᾶλλον)",2,node,concept_epi_ison_in_equal_parts_9e1e47f1,Ἐπὶ ἴσον (Epi Ison) - In Equal Parts
"Aristotle, Nicomachean Ethics III.4 - πᾶσα βούλησις ἐν λογιστικῷ (all boulēsis is in the rational faculty)",2,node,concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis) - Rational Desire/Will
"Plato, Republic IV - βούλησις as rational part's desire",2,node,concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis) - Rational Desire/Will
Stoic definition: εὔλογος ὄρεξις (well-reasoned desire),2,node,concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis) - Rational Desire/Will
Philo of Alexandria - exclusive use of βούλησις for divine and human intention,2,node,concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis) - Rational Desire/Will
Septuagint (LXX) - preferred θέλησις over βούλησις for Hebrew will concepts,2,node,concept_thelesis_willing_87d2b3cf,Θέλησις (Thelēsis) - Willing/Volition
Neoplatonic definition: ψυχῆς ἔνδοθεν κίνησις (inner motion of soul),2,node,concept_thelesis_willing_87d2b3cf,Θέλησις (Thelēsis) - Willing/Volition
Pollux 5.165 - condemned as non-classical by Atticists,2,node,concept_thelesis_willing_87d2b3cf,Θέλησις (Thelēsis) - Willing/Volition
Christian patristic usage - divine will (θέλημα θεοῦ),2,node,concept_thelesis_willing_87d2b3cf,Θέλησις (Thelēsis) - Willing/Volition
Romans 6:16-23,2,node,person_paul_apostle_1st_century,Paul the Apostle
Galatians 5:13-18,2,node,person_paul_apostle_1st_century,Paul the Apostle
Romans 5:12-21,2,node,work_epistle_to_romans_paul,Epistle to the Romans
Romans 7:14-25,2,node,work_epistle_to_romans_paul,Epistle to the Romans
Romans 8:1-4,2,node,work_epistle_to_romans_paul,Epistle to the Romans
Galatians 5:13-26,2,node,work_epistle_to_galatians_paul,Epistle to the Galatians
1 Corinthians 6:12-20,2,node,work_epistle_first_corinthians_paul,First Epistle to the Corinthians
1 Corinthians 8:9-13,2,node,work_epistle_first_corinthians_paul,First Epistle to the Corinthians
Romans 3:21-26,2,node,concept_justification_by_faith_pauline,Justification by Faith
Romans 5:1-5,2,node,concept_justification_by_faith_pauline,Justification by Faith
1 Clement 2.1-4,2,node,person_clement_of_rome_1st_century,Clement of Rome
1 Clement 7.4-8.1,2,node,work_first_clement_letter,1 Clement
1 Clement 58.2-59.3,2,node,work_first_clement_letter,1 Clement
Didache 16.1-8,2,node,work_didache_two_ways,Didache
"Shepherd of Hermas, Mandate 12.1-6",2,node,work_shepherd_of_hermas,Shepherd of Hermas
"Shepherd of Hermas, Similitude 5.1-7",2,node,work_shepherd_of_hermas,Shepherd of Hermas
"Ignatius, Letter to the Romans 4.1-5.3",2,node,person_ignatius_of_antioch_c107,Ignatius of Antioch
"Ignatius, Letter to the Romans 7.2",2,node,person_ignatius_of_antioch_c107,Ignatius of Antioch
"Ignatius, Letter to the Magnesians 1.2-2.1",2,node,person_ignatius_of_antioch_c107,Ignatius of Antioch
"Polycarp, Letter to the Philippians 5.3-6.1",2,node,person_polycarp_of_smyrna_c155,Polycarp of Smyrna
Martyrdom of Polycarp 9.1-11.2,2,node,person_polycarp_of_smyrna_c155,Polycarp of Smyrna
"Cyprian, Ad Donatum 5-7",2,node,person_cyprian_of_carthage_c258,Cyprian of Carthage
"Cyprian, Epistle 56.3-5",2,node,person_cyprian_of_carthage_c258,Cyprian of Carthage
"Cyprian, De Lapsis 32",2,node,person_cyprian_of_carthage_c258,Cyprian of Carthage
Epistle of Barnabas 18-21,2,node,concept_two_ways_moral_tradition,Two Ways Moral Tradition
"Shepherd of Hermas, Mandate 6.1-5",2,node,concept_two_ways_moral_tradition,Two Ways Moral Tradition
Romans 1:24-32; Divine_and_Human_Agency_full.txt:8043-8053,2,node,concept_pauline_agency_framework_e6fc455c,Pauline Agency Framework
Philippians 2:12-13; Divine_and_Human_Agency_full.txt:169-176,2,node,concept_pauline_agency_framework_e6fc455c,Pauline Agency Framework
1QS 3:13-4:26; Divine_and_Human_Agency_full.txt:2085-2185,2,node,concept_second_temple_agency_spectrum_ad43b22a,Second Temple Agency Spectrum
Sirach 4:1; 33:10-15; Divine_and_Human_Agency_full.txt:4201-4231,2,node,concept_second_temple_agency_spectrum_ad43b22a,Second Temple Agency Spectrum
4 Ezra 3:21-22; 8:55-60; Divine_and_Human_Agency_full.txt:4287-4343,2,node,concept_second_temple_agency_spectrum_ad43b22a,Second Temple Agency Spectrum
Numbers 11:31-35; Divine_and_Human_Agency_full.txt:8039-8053,2,node,concept_gathercole_revelatory_sin_economy_ef6569ea,Revelatory Sin Economy
1 Samuel 8:5-18; Divine_and_Human_Agency_full.txt:8051-8059,2,node,concept_gathercole_revelatory_sin_economy_ef6569ea,Revelatory Sin Economy
Galatians 2:21; Divine_and_Human_Agency_full.txt:7241-7246,2,node,concept_barclay_grace_comparison_26656e8d,Grace: Philo and Paul Compared
Galatians 2:19-21,2,edge,concept_pauline_agency_framework_e6fc455c -> work_epistle_to_galatians_paul,draws_on
1QS 3:13-4:26,2,edge,concept_second_temple_agency_spectrum_ad43b22a -> concept_qumran_two_spirits_economy_dd50d11a,includes_position
"Aulus Gellius, Noctes Atticae XIX.1",1,node,reformulation_aulus_gellius_reform_01ef18e6,Aulus Gellius's reformulation
"Irenaeus, Adversus Haereses IV.4.3-4",1,node,argument_irenaeuss_antignostic_argument_for_free_will_f54fe920,Irenaeus's Anti-Gnostic Argument for Free Will
"John Hick, Evil and the God of Love (1966)",1,node,reformulation_john_hick_reform_f27ff4ec,John Hick's reformulation
"John Hick, Death and Eternal Life (1976)",1,node,reformulation_john_hick_reform_f27ff4ec,John Hick's reformulation
"Tertullian, De Praescriptione Haereticorum 5-7",1,node,argument_tertullians_antimarcionite_argument_for_free_will_f49cad73,Tertullian's Anti-Marcionite Argument for Free Will
"Augustine, De Gratia et Libero Arbitrio (CSEL 74; CCL 29; PL 44:881-912)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Augustine, De Correptione et Gratia (CSEL 92; PL 44:915-946)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Augustine, Contra Julianum (PL 44:641-874)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Augustine, De Praedestinatione Sanctorum (PL 44:959-992)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Augustine, Enchiridion ad Laurentium (CSEL 46; CCL 46; PL 40:231-290)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Augustine, Contra Duas Epistulas Pelagianorum (CSEL 60; PL 44:549-638)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Augustine, De Natura et Gratia (CSEL 60; PL 44:247-290)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Augustine, Opus Imperfectum Contra Julianum (PL 45:1049-1608)",1,node,argument_augustines_antipelagian_argument_grace_necessity_0b29401f,Augustine's Anti-Pelagian Argument (Grace Necessity)
"Martin Luther, De Servo Arbitrio (1525) §§152-153",1,node,reformulation_martin_luther_reform_a7c7729f,Martin Luther's reformulation
"Martin Luther, Lectures on Romans (1515-1516) WA 56:355-360",1,node,reformulation_martin_luther_reform_a7c7729f,Martin Luther's reformulation
"John Calvin, Institutio Christianae Religionis III.21-24",1,node,reformulation_john_calvin_reform_bc99fcc7,John Calvin's reformulation
"John Calvin, De Aeterno Dei Praedestinatione (1552) ch. 3-4",1,node,reformulation_john_calvin_reform_bc99fcc7,John Calvin's reformulation
"John Calvin, Concerning the Eternal Predestination of God (1552) chs. 1-2",1,node,reformulation_john_calvin_reform_bc99fcc7,John Calvin's reformulation
"Søren Kierkegaard, The Sickness Unto Death (1849) Part I",1,node,reformulation_soren_kierkegaard_reform_6d1630de,Søren Kierkegaard's reformulation
"Søren Kierkegaard, Either/Or II (1843) Judge William’s letters",1,node,reformulation_soren_kierkegaard_reform_6d1630de,Søren Kierkegaard's reformulation
Remonstrant Articles (1610) art. 1-5,1,node,reformulation_modern_arminianism_reform_64925e3f,Modern Arminianism's reformulation
"John Wesley, Sermon 57 “On the Fall of Man” (1767)",1,node,reformulation_modern_arminianism_reform_64925e3f,Modern Arminianism's reformulation
"Boethius, Consolation of Philosophy V, metrum 6",1,node,argument_boethiuss_eternity_argument_cd3d71ad,Boethius's Eternity Argument
"Anselm, De Libertate Arbitrii 1-3",1,node,argument_anselms_necessity_of_the_past_f7947dab,Anselm's Necessity of the Past
"Scotus, Reportatio Parisiensis I-A d.2 q.1",1,node,argument_scotuss_synchronic_contingency_e39fc978,Scotus's Synchronic Contingency
"Ockham, Tractatus de praedestinatione et de praescientia Dei, ch. 3",1,node,argument_ockhams_divine_power_argument_a0e19729,Ockham's Divine Power Argument
"Quaestiones super decem libros Ethicorum Aristotelis III, q.1",1,node,person_jean_buridan_attributed_e5990f67,Jean Buridan (attributed)
"Quaestiones super De Caelo et Mundo II, q.12",1,node,person_jean_buridan_attributed_e5990f67,Jean Buridan (attributed)
"Thomas Hobbes, Leviathan ch. 21 (1651) (liberty of subjects)",1,node,argument_liberty_as_absence_of_external_impediment_4587b29b,Liberty as Absence of External Impediment
"Gottfried Wilhelm Leibniz, Theodicy (1710) §§ 34, 44, 288-302 (spontaneity and freedom)",1,node,argument_liberty_of_spontaneity_7e1184bf,Liberty of Spontaneity
"David Hume, Enquiry Concerning Human Understanding (1748) Section VIII (liberty and necessity)",1,node,argument_liberty_of_spontaneity_7e1184bf,Liberty of Spontaneity
"René Descartes, Meditations on First Philosophy IV (1641) (infinite will and error)",1,node,argument_infinite_will_argument_f19a66ed,Infinite Will Argument
"René Descartes, Principles of Philosophy I.35-42 (1644) (will and freedom)",1,node,argument_infinite_will_argument_f19a66ed,Infinite Will Argument
"René Descartes, Letter to Mesland, 9 February 1645 (liberty of indifference)",1,node,argument_infinite_will_argument_f19a66ed,Infinite Will Argument
"René Descartes, Letter to Mesland, 2 May 1644",1,node,argument_infinite_will_argument_f19a66ed,Infinite Will Argument
"Meditations on First Philosophy (1641), Meditation IV",1,node,person_rene_descartes_1aa22692,René Descartes
"Principles of Philosophy (1644), Part I §§32-42",1,node,person_rene_descartes_1aa22692,René Descartes
"John Duns Scotus, Ordinatio I, d.39 (will's indifference)",1,node,argument_freedom_of_indifference_dab82dcc,Freedom of Indifference
"William of Ockham, Quodlibet I, q.16 (will's liberty)",1,node,argument_freedom_of_indifference_dab82dcc,Freedom of Indifference
"Luis de Molina, Concordia I, d.2 (1588) (freedom and indifference)",1,node,argument_freedom_of_indifference_dab82dcc,Freedom of Indifference
"René Descartes, Letters to Mesland (1644-1645)",1,node,argument_freedom_of_indifference_dab82dcc,Freedom of Indifference
"Baruch Spinoza, Ethics II, Prop. 48-49 (no free will)",1,node,argument_necessitarian_argument_42a52b1b,Necessitarian Argument
"Baruch Spinoza, Ethics I Appendix",1,node,argument_necessitarian_argument_42a52b1b,Necessitarian Argument
"Baruch Spinoza, Ethics I, Appendix (1677) (necessity and freedom)",1,node,argument_necessitarian_argument_42a52b1b,Necessitarian Argument
"Thomas Hobbes, Leviathan ch. 21 (1651) (liberty)",1,node,argument_necessitarian_argument_42a52b1b,Necessitarian Argument
"Anthony Collins, A Philosophical Inquiry Concerning Human Liberty (1717)",1,node,argument_necessitarian_argument_42a52b1b,Necessitarian Argument
"Baruch Spinoza, Ethics II, Propositions 48-49 (no free will)",1,node,argument_conatus_doctrine_1588d13c,Conatus Doctrine
"Baruch Spinoza, Ethics IV-V (freedom and bondage)",1,node,argument_conatus_doctrine_1588d13c,Conatus Doctrine
"Baruch Spinoza, Ethics III, Propositions 4-9 (1677) (conatus doctrine)",1,node,argument_conatus_doctrine_1588d13c,Conatus Doctrine
"Baruch Spinoza, Letter 58 to Schuller (October 1674) (freedom and necessity)",1,node,argument_conatus_doctrine_1588d13c,Conatus Doctrine
"Gottfried Wilhelm Leibniz, Theodicy (1710) §§ 44, 282-302, 367",1,node,argument_principle_of_sufficient_reason_and_contingency_4fa546d9,Principle of Sufficient Reason and Contingency
"Gottfried Wilhelm Leibniz, Monadology (1714) §§ 31-39",1,node,argument_principle_of_sufficient_reason_and_contingency_4fa546d9,Principle of Sufficient Reason and Contingency
"Gottfried Wilhelm Leibniz, Correspondence with Clarke (1715-1716)",1,node,argument_principle_of_sufficient_reason_and_contingency_4fa546d9,Principle of Sufficient Reason and Contingency
"Gottfried Wilhelm Leibniz, New System of Nature (1695)",1,node,argument_preestablished_harmony_957f794d,Pre-established Harmony
"Gottfried Wilhelm Leibniz, Theodicy (1710) §§ 59-62, 345-353, 403",1,node,argument_preestablished_harmony_957f794d,Pre-established Harmony
"Gottfried Wilhelm Leibniz, Monadology (1714) §§ 78-81",1,node,argument_preestablished_harmony_957f794d,Pre-established Harmony
"Gottfried Wilhelm Leibniz, Correspondence with Arnauld (1686-1690)",1,node,argument_preestablished_harmony_957f794d,Pre-established Harmony
"Baruch Spinoza, Ethics III, Proposition 2 (body and mind as active)",1,node,argument_spontaneity_within_determination_13fcd224,Spontaneity within Determination
"Baruch Spinoza, Ethics IV Preface",1,node,argument_spontaneity_within_determination_13fcd224,Spontaneity within Determination
"Baruch Spinoza, Ethics I, Definition 7 (1677) (free = self-caused)",1,node,argument_spontaneity_within_determination_13fcd224,Spontaneity within Determination
"Gottfried Wilhelm Leibniz, Theodicy (1710) §§ 288-302",1,node,argument_spontaneity_within_determination_13fcd224,Spontaneity within Determination
"David Hume, An Enquiry Concerning Human Understanding (1748) Section VIII",1,node,argument_spontaneity_within_determination_13fcd224,Spontaneity within Determination
"Gottfried Wilhelm Leibniz, Theodicy Part I §§ 7-23",1,node,argument_best_of_all_possible_worlds_cb9e1741,Best of All Possible Worlds
"Gottfried Wilhelm Leibniz, Discourse on Metaphysics §13",1,node,argument_best_of_all_possible_worlds_cb9e1741,Best of All Possible Worlds
"Gottfried Wilhelm Leibniz, Theodicy (1710), Preliminary Dissertation §§ 1-31",1,node,argument_best_of_all_possible_worlds_cb9e1741,Best of All Possible Worlds
"Gottfried Wilhelm Leibniz, Monadology (1714) §§ 53-55",1,node,argument_best_of_all_possible_worlds_cb9e1741,Best of All Possible Worlds
"Gottfried Wilhelm Leibniz, On the Ultimate Origination of Things (1697)",1,node,argument_best_of_all_possible_worlds_cb9e1741,Best of All Possible Worlds
